file,method,k,min_error,max_error,mae,total_time,time_select_landmarks,time_build_spt,time_get_path,time_distance_sc,time_landmarks_sc
CA-AstroPh,degree,100,0,2,0.07777777777777778,476.8707508029638,0.49195258900363115,237.348478619022,0.02711015093336755,0.08897461199921963,238.9142348320056
CA-GrQc,degree,100,0,4,0.22058823529411764,34.083251766824105,0.12273579199791129,16.819511196888925,0.012668718971326598,0.03944926896838297,17.08888678999756
Email-EuAll,degree,100,0,1,0.014285714285714285,2336.1133267038877,4.886596128992096,1155.6309954289118,0.033958257065023645,0.10637459891586332,1175.455402290003
Wiki-Vote,degree,100,0,1,0.010101010101010102,171.51517940794292,0.15455483500227274,85.40003362901552,0.022982580903772032,0.0695628240264341,85.86804553899492
