method,k,mae,total_time,time_select_landmarks,time_compute_landmark_distances,time_estimate_distance_basic,time_landmarks_basic
random,5,2.148936170212766,4.722566961005214,0.003586628999983077,2.35474483300095,0.0005577920010182424,2.363677707003262
random,10,1.851063829787234,8.408098581004197,0.003477876003671554,4.195692877997317,0.0006004099986967049,4.2083274170045115
random,20,1.553191489361702,17.122142452004482,0.004200498001409869,8.546596459003013,0.0010661240021363483,8.570279370997923
random,50,1.1914893617021276,41.854618456990465,0.0056872099985412206,20.89430736999475,0.0021517919949474162,20.952472085002228
random,100,0.8085106382978723,83.95621266499347,0.008808169996882498,41.90680887199869,0.004166581001300074,42.0364290419966
random,200,0.8085106382978723,168.02608525699543,0.013853669999662088,83.86319837400151,0.008949542999289406,84.14008366999497
degree,5,0.425531914893617,5.0608637090008415,0.09304907999830903,2.4327168769996206,0.000561668000955251,2.5345360840019566
degree,10,0.3829787234042553,8.472077086000354,0.0749132910023036,4.156229212997459,0.0006126219996076543,4.240321960000983
degree,20,0.3191489361702128,17.329140752997773,0.080531831998087,8.573413208996499,0.0009711280063129379,8.674224583996875
degree,50,0.23404255319148937,42.504363169999124,0.07677683000201796,21.147167041997818,0.0021402939992185566,21.27827900400007
degree,100,0.1276595744680851,84.86440024999865,0.08331312600239471,42.28572437599996,0.004156163999141427,42.491206583997155
degree,200,0.0425531914893617,170.40273704098945,0.08428299899605918,84.98001170899806,0.008611080995251541,85.32983125200008
coverage,5,0.425531914893617,26.477987864005627,11.119397664002463,2.117121622002742,0.0004136640036449535,13.241054913996777
coverage,10,0.40425531914893614,30.691393295992384,11.115328414000032,4.224934418000885,0.0005972549961370532,15.35053320899533
coverage,20,0.3404255319148936,38.394624125994596,10.874842377998903,8.312389086999247,0.0009685009981694748,19.206424159998278
coverage,50,0.2553191489361702,63.08089266401112,11.13226279000446,20.38113258300109,0.0020282890036469325,31.56546900200192
coverage,100,0.2553191489361702,64.41968016300234,11.34370162400046,20.83894512400002,0.0020512070004770067,32.234982208001384
coverage,200,0.2978723404255319,63.18447004600148,11.068102920001365,20.49792862600043,0.0020281679990148405,31.61641033200067
