method,k,mae,total_time,time_select_landmarks,time_build_spt,time_get_path,time_distance_sc,time_landmarks_sc
random,5,0.2653061224489796,4.067027072989731,0.002840412998921238,2.025742904001163,0.0006457119943661382,0.0018691279965423746,2.0359289159987384
random,10,0.04081632653061224,7.961282953039699,0.002914002994657494,3.9687574750350905,0.0011317689877614612,0.0032521690172870876,3.985227537004903
random,20,0.08163265306122448,16.478027565901357,0.0034383299953333335,8.216859207039306,0.002335412931643077,0.0066002409330394585,8.248794375002035
random,50,0.02040816326530612,40.57141779380618,0.003524588006257545,20.23733095399257,0.005542106940993108,0.01579202287030057,20.309228121996057
random,100,0.02040816326530612,80.92522197291692,0.0043438749944471056,40.368140178872636,0.011171260057381005,0.0315228669805947,40.51004379201186
random,200,0.0,162.65690302607982,0.005015921018639347,81.14448616111076,0.022159387906867778,0.062352762046430144,81.42288879399712
degree,5,0.2653061224489796,4.2042707380096545,0.06965591799780668,2.0277480450204166,0.000584906003496144,0.0017412849920219742,2.104540583995913
degree,10,0.1836734693877551,8.91916984702948,0.07401279600344424,4.375037916985093,0.001288790046601207,0.0038880539941601455,4.464942290000181
degree,20,0.14285714285714285,16.841923970974676,0.06999616400025843,8.332065111982956,0.0022609409897995647,0.006634421995840967,8.430967332005821
degree,50,0.061224489795918366,41.363898252941,0.07145858600597421,20.565877941942745,0.005266395013677538,0.015570337978715543,20.705724991999887
degree,100,0.04081632653061224,82.50307965709726,0.07036529100514599,41.09217970296959,0.010601907039017533,0.030859048070851713,41.299073708012656
degree,200,0.02040816326530612,165.88405684387726,0.07228557900998567,82.68942143596178,0.021195222994720098,0.06208889291519881,83.03906571299558
coverage,5,0.22448979591836735,26.026176391014815,10.95819741899868,2.0502586200054793,0.0005760130061389646,0.00171679501181643,13.0154275439927
coverage,10,0.14285714285714285,31.071257885912928,11.328424705001453,4.197299920007936,0.0011423409232520498,0.0034266719867446227,15.540964247993543
coverage,20,0.08163265306122448,39.230203810031526,11.353843587001393,8.24282870002935,0.002187438009059406,0.006481168997197528,19.624862915994527
coverage,50,0.04081632653061224,61.31576087300891,10.807815333002509,19.805668642005912,0.005421666010079207,0.015772527991430252,30.68108270399898
coverage,100,0.08163265306122448,62.81149042286961,11.020541410998703,20.339883233971705,0.005509019989403896,0.01599112990879803,31.429565628001
coverage,200,0.061224489795918366,62.368332884811025,11.043655627001499,20.096243366933777,0.00523565090043121,0.01540169897089072,31.207796541004427
