Dataset,Triangles,ACC,GCC,LWC ACC,Min Degree,Max Degree,Avg Degree
CA-AstroPh.txt,1351441,0.6307828710129707,0.3179246272838524,0.633022043503494,1,504,21.1037715746857
CA-GrQc.txt,48260,0.5301852394299642,0.6296534687913159,0.5570497979133969,1,81,5.528424265547501
Email-EuAll.txt,267313,0.06724249991544598,0.004100421269545778,0.07927100202876255,1,7636,2.752686509761928
ca-coauthors-dblp.txt,444095058,0.8018773521295511,0.6561501456556504,0.8018773521295641,1,3299,56.41488956235684
musae_git_edges.csv,523810,0.16753704480107237,0.012357188884259466,0.16753704480107331,1,9458,15.331724137931035
