percent,random,top_degree
10,0.7426,0.0000
20.0000,0.6692,0.0000
30.0000,0.6237,0.0000
40.0000,0.5234,0.0000
50.0000,0.4561,0.0000
60.0000,0.3768,0.0000
70.0000,0.2744,0.0000
80.0000,0.1817,0.0000
90.0000,0.1019,0.0001
